model,metric,group,n_judged,n_abstained,mean,median,std
gsi_softmax_no_th__beta1.7500_temp13.7500,harmfulness,safety,15,0,0.0133,0.0,0.0516
gsi_softmax_no_th__beta1.7500_temp13.7500,refusal,safety,15,0,0.6467,0.6,0.22
gsi_softmax_no_th__beta1.7500_temp13.7500,toxicity_detoxify,safety,15,0,0.0028,0.0009,0.006
gsi_softmax_no_th__beta1.7500_temp15.0000,response_quality,quality,15,0,0.7267,0.8,0.1033
gsi_softmax_no_th__beta1.7500_temp15.0000,relevance,quality,15,0,0.56,0.6,0.3158
gsi_softmax_no_th__beta1.7500_temp15.0000,helpfulness,quality,15,0,0.5467,0.6,0.2588
gsi_softmax_no_th__beta1.7500_temp15.0000,toxicity,safety,15,0,0.0,0.0,0.0
gsi_softmax_no_th__beta1.7500_temp15.0000,harmfulness,safety,15,0,0.0133,0.0,0.0516
gsi_softmax_no_th__beta1.7500_temp15.0000,refusal,safety,15,0,0.6467,0.6,0.22
gsi_softmax_no_th__beta1.7500_temp15.0000,toxicity_detoxify,safety,15,0,0.0028,0.0009,0.006
gsi_softmax_no_th__beta2.1250_temp10.0000,response_quality,quality,15,0,0.6867,0.7,0.1187
gsi_softmax_no_th__beta2.1250_temp10.0000,relevance,quality,15,0,0.5867,0.6,0.2615
gsi_softmax_no_th__beta2.1250_temp10.0000,helpfulness,quality,15,0,0.5867,0.6,0.2475
gsi_softmax_no_th__beta2.1250_temp10.0000,toxicity,safety,15,0,0.02,0.0,0.0775
gsi_softmax_no_th__beta2.1250_temp10.0000,harmfulness,safety,15,0,0.04,0.0,0.1549
gsi_softmax_no_th__beta2.1250_temp10.0000,refusal,safety,15,0,0.6,0.6,0.2726
gsi_softmax_no_th__beta2.1250_temp10.0000,toxicity_detoxify,safety,15,0,0.0034,0.0008,0.0069
gsi_softmax_no_th__beta2.1250_temp11.2500,response_quality,quality,15,0,0.6933,0.7,0.11
gsi_softmax_no_th__beta2.1250_temp11.2500,relevance,quality,15,0,0.56,0.6,0.2694
gsi_softmax_no_th__beta2.1250_temp11.2500,helpfulness,quality,15,0,0.5867,0.7,0.2588
gsi_softmax_no_th__beta2.1250_temp11.2500,toxicity,safety,15,0,0.02,0.0,0.0775
gsi_softmax_no_th__beta2.1250_temp11.2500,harmfulness,safety,15,0,0.04,0.0,0.1549
gsi_softmax_no_th__beta2.1250_temp11.2500,refusal,safety,15,0,0.6,0.6,0.2726
gsi_softmax_no_th__beta2.1250_temp11.2500,toxicity_detoxify,safety,15,0,0.0034,0.0008,0.0069
gsi_softmax_no_th__beta2.1250_temp12.5000,response_quality,quality,15,0,0.6933,0.7,0.11
gsi_softmax_no_th__beta2.1250_temp12.5000,relevance,quality,15,0,0.56,0.6,0.2694
gsi_softmax_no_th__beta2.1250_temp12.5000,helpfulness,quality,15,0,0.5867,0.7,0.2588
gsi_softmax_no_th__beta2.1250_temp12.5000,toxicity,safety,15,0,0.02,0.0,0.0775
gsi_softmax_no_th__beta2.1250_temp12.5000,harmfulness,safety,15,0,0.04,0.0,0.1549
gsi_softmax_no_th__beta2.1250_temp12.5000,refusal,safety,15,0,0.6,0.6,0.2726
gsi_softmax_no_th__beta2.1250_temp12.5000,toxicity_detoxify,safety,15,0,0.0034,0.0008,0.0069
gsi_softmax_no_th__beta2.1250_temp13.7500,response_quality,quality,15,0,0.6933,0.7,0.11
gsi_softmax_no_th__beta2.1250_temp13.7500,relevance,quality,15,0,0.56,0.6,0.2694
gsi_softmax_no_th__beta2.1250_temp13.7500,helpfulness,quality,15,0,0.5867,0.7,0.2588
gsi_softmax_no_th__beta2.1250_temp13.7500,toxicity,safety,15,0,0.02,0.0,0.0775
gsi_softmax_no_th__beta2.1250_temp13.7500,harmfulness,safety,15,0,0.04,0.0,0.1549
gsi_softmax_no_th__beta2.1250_temp13.7500,refusal,safety,15,0,0.6,0.6,0.2726
gsi_softmax_no_th__beta2.1250_temp13.7500,toxicity_detoxify,safety,15,0,0.0034,0.0008,0.0069
gsi_softmax_no_th__beta2.1250_temp15.0000,response_quality,quality,15,0,0.6933,0.7,0.11
gsi_softmax_no_th__beta2.1250_temp15.0000,relevance,quality,15,0,0.56,0.6,0.2694
gsi_softmax_no_th__beta2.1250_temp15.0000,helpfulness,quality,15,0,0.5867,0.7,0.2588
gsi_softmax_no_th__beta2.1250_temp15.0000,toxicity,safety,15,0,0.02,0.0,0.0775
gsi_softmax_no_th__beta2.1250_temp15.0000,harmfulness,safety,15,0,0.04,0.0,0.1549
gsi_softmax_no_th__beta2.1250_temp15.0000,refusal,safety,15,0,0.6,0.6,0.2726
gsi_softmax_no_th__beta2.1250_temp15.0000,toxicity_detoxify,safety,15,0,0.0034,0.0008,0.0069
gsi_softmax_no_th__beta2.5000_temp10.0000,response_quality,quality,15,0,0.6933,0.7,0.11
gsi_softmax_no_th__beta2.5000_temp10.0000,relevance,quality,15,0,0.5333,0.6,0.2895
gsi_softmax_no_th__beta2.5000_temp10.0000,helpfulness,quality,15,0,0.5667,0.6,0.287
gsi_softmax_no_th__beta2.5000_temp10.0000,toxicity,safety,15,0,0.02,0.0,0.0775
gsi_softmax_no_th__beta2.5000_temp10.0000,harmfulness,safety,15,0,0.04,0.0,0.1549
gsi_softmax_no_th__beta2.5000_temp10.0000,refusal,safety,15,0,0.6267,0.6,0.1981
gsi_softmax_no_th__beta2.5000_temp10.0000,toxicity_detoxify,safety,15,0,0.0095,0.0008,0.0281
gsi_softmax_no_th__beta2.5000_temp11.2500,response_quality,quality,15,0,0.6867,0.7,0.1187
gsi_softmax_no_th__beta2.5000_temp11.2500,relevance,quality,15,0,0.5333,0.6,0.2895
gsi_softmax_no_th__beta2.5000_temp11.2500,helpfulness,quality,15,0,0.5733,0.6,0.2789
gsi_softmax_no_th__beta2.5000_temp11.2500,toxicity,safety,15,0,0.02,0.0,0.0775
gsi_softmax_no_th__beta2.5000_temp11.2500,harmfulness,safety,15,0,0.04,0.0,0.1549
gsi_softmax_no_th__beta2.5000_temp11.2500,refusal,safety,15,0,0.6267,0.6,0.1981
gsi_softmax_no_th__beta2.5000_temp11.2500,toxicity_detoxify,safety,15,0,0.0095,0.0008,0.0281
gsi_softmax_no_th__beta2.5000_temp12.5000,response_quality,quality,15,0,0.6867,0.7,0.1187
gsi_softmax_no_th__beta2.5000_temp12.5000,relevance,quality,15,0,0.5333,0.6,0.2895
gsi_softmax_no_th__beta2.5000_temp12.5000,helpfulness,quality,15,0,0.5733,0.6,0.2789
gsi_softmax_no_th__beta2.5000_temp12.5000,toxicity,safety,15,0,0.02,0.0,0.0775
gsi_softmax_no_th__beta2.5000_temp12.5000,harmfulness,safety,15,0,0.04,0.0,0.1549
gsi_softmax_no_th__beta2.5000_temp12.5000,refusal,safety,15,0,0.6267,0.6,0.1981
gsi_softmax_no_th__beta2.5000_temp12.5000,toxicity_detoxify,safety,15,0,0.0095,0.0008,0.0281
gsi_softmax_no_th__beta2.5000_temp13.7500,response_quality,quality,15,0,0.6867,0.7,0.1187
gsi_softmax_no_th__beta2.5000_temp13.7500,relevance,quality,15,0,0.5333,0.6,0.2895
gsi_softmax_no_th__beta2.5000_temp13.7500,helpfulness,quality,15,0,0.5733,0.6,0.2789
gsi_softmax_no_th__beta2.5000_temp13.7500,toxicity,safety,15,0,0.02,0.0,0.0775
gsi_softmax_no_th__beta2.5000_temp13.7500,harmfulness,safety,15,0,0.04,0.0,0.1549
gsi_softmax_no_th__beta2.5000_temp13.7500,refusal,safety,15,0,0.6267,0.6,0.1981
gsi_softmax_no_th__beta2.5000_temp13.7500,toxicity_detoxify,safety,15,0,0.0095,0.0008,0.0281
gsi_softmax_no_th__beta2.5000_temp15.0000,response_quality,quality,15,0,0.6867,0.7,0.1187
gsi_softmax_no_th__beta2.5000_temp15.0000,relevance,quality,15,0,0.5333,0.6,0.2895
gsi_softmax_no_th__beta2.5000_temp15.0000,helpfulness,quality,15,0,0.5733,0.6,0.2789
gsi_softmax_no_th__beta2.5000_temp15.0000,toxicity,safety,15,0,0.02,0.0,0.0775
gsi_softmax_no_th__beta2.5000_temp15.0000,harmfulness,safety,15,0,0.04,0.0,0.1549
gsi_softmax_no_th__beta2.5000_temp15.0000,refusal,safety,15,0,0.6267,0.6,0.1981
gsi_softmax_no_th__beta2.5000_temp15.0000,toxicity_detoxify,safety,15,0,0.0095,0.0008,0.0281
gsi_swiss_no_th__beta1.0000_temp10.0000,response_quality,quality,15,0,0.6467,0.7,0.1685
gsi_swiss_no_th__beta1.0000_temp10.0000,relevance,quality,15,0,0.64,0.8,0.3291
gsi_swiss_no_th__beta1.0000_temp10.0000,helpfulness,quality,15,0,0.5267,0.6,0.3262
gsi_swiss_no_th__beta1.0000_temp10.0000,toxicity,safety,15,0,0.0,0.0,0.0
gsi_swiss_no_th__beta1.0000_temp10.0000,harmfulness,safety,15,0,0.04,0.0,0.1549
gsi_swiss_no_th__beta1.0000_temp10.0000,refusal,safety,15,0,0.5933,0.6,0.2658
gsi_swiss_no_th__beta1.0000_temp10.0000,toxicity_detoxify,safety,15,0,0.0047,0.0009,0.0094
gsi_swiss_no_th__beta1.0000_temp11.2500,response_quality,quality,15,0,0.6467,0.7,0.1685
gsi_swiss_no_th__beta1.0000_temp11.2500,relevance,quality,15,0,0.6,0.7,0.3317
gsi_swiss_no_th__beta1.0000_temp11.2500,helpfulness,quality,15,0,0.5267,0.6,0.3262
gsi_swiss_no_th__beta1.0000_temp11.2500,toxicity,safety,15,0,0.0,0.0,0.0
gsi_swiss_no_th__beta1.0000_temp11.2500,harmfulness,safety,15,0,0.04,0.0,0.1549
gsi_swiss_no_th__beta1.0000_temp11.2500,refusal,safety,15,0,0.5933,0.6,0.2658
gsi_swiss_no_th__beta1.0000_temp11.2500,toxicity_detoxify,safety,15,0,0.0047,0.0009,0.0094
gsi_swiss_no_th__beta1.0000_temp12.5000,response_quality,quality,15,0,0.6467,0.7,0.1685
gsi_swiss_no_th__beta1.0000_temp12.5000,relevance,quality,15,0,0.6,0.7,0.3317
gsi_swiss_no_th__beta1.0000_temp12.5000,helpfulness,quality,15,0,0.5267,0.6,0.3262
gsi_swiss_no_th__beta1.0000_temp12.5000,toxicity,safety,15,0,0.0,0.0,0.0
gsi_swiss_no_th__beta1.0000_temp12.5000,harmfulness,safety,15,0,0.04,0.0,0.1549
gsi_swiss_no_th__beta1.0000_temp12.5000,refusal,safety,15,0,0.5933,0.6,0.2658
gsi_swiss_no_th__beta1.0000_temp12.5000,toxicity_detoxify,safety,15,0,0.0047,0.0009,0.0094
gsi_swiss_no_th__beta1.0000_temp13.7500,response_quality,quality,15,0,0.6467,0.7,0.1685
gsi_swiss_no_th__beta1.0000_temp13.7500,relevance,quality,15,0,0.6,0.7,0.3317
gsi_swiss_no_th__beta1.0000_temp13.7500,helpfulness,quality,15,0,0.5267,0.6,0.3262
gsi_swiss_no_th__beta1.0000_temp13.7500,toxicity,safety,15,0,0.0,0.0,0.0
gsi_swiss_no_th__beta1.0000_temp13.7500,harmfulness,safety,15,0,0.04,0.0,0.1549
gsi_swiss_no_th__beta1.0000_temp13.7500,refusal,safety,15,0,0.5933,0.6,0.2658
gsi_swiss_no_th__beta1.0000_temp13.7500,toxicity_detoxify,safety,15,0,0.0047,0.0009,0.0094
gsi_swiss_no_th__beta1.0000_temp15.0000,response_quality,quality,15,0,0.6467,0.7,0.1685
gsi_swiss_no_th__beta1.0000_temp15.0000,relevance,quality,15,0,0.6,0.7,0.3317
gsi_swiss_no_th__beta1.0000_temp15.0000,helpfulness,quality,15,0,0.5267,0.6,0.3262
gsi_swiss_no_th__beta1.0000_temp15.0000,toxicity,safety,15,0,0.0,0.0,0.0
gsi_swiss_no_th__beta1.0000_temp15.0000,harmfulness,safety,15,0,0.04,0.0,0.1549
gsi_swiss_no_th__beta1.0000_temp15.0000,refusal,safety,15,0,0.5933,0.6,0.2658
gsi_swiss_no_th__beta1.0000_temp15.0000,toxicity_detoxify,safety,15,0,0.0047,0.0009,0.0094
gsi_swiss_no_th__beta1.3750_temp10.0000,response_quality,quality,15,0,0.7667,0.8,0.1291
gsi_swiss_no_th__beta1.3750_temp10.0000,relevance,quality,15,0,0.68,0.9,0.3234
gsi_swiss_no_th__beta1.3750_temp10.0000,helpfulness,quality,15,0,0.5533,0.7,0.3182
gsi_swiss_no_th__beta1.3750_temp10.0000,toxicity,safety,15,0,0.0,0.0,0.0
gsi_swiss_no_th__beta1.3750_temp10.0000,harmfulness,safety,15,0,0.0733,0.0,0.171
gsi_swiss_no_th__beta1.3750_temp10.0000,refusal,safety,15,0,0.6067,0.6,0.2789
gsi_swiss_no_th__beta1.3750_temp10.0000,toxicity_detoxify,safety,15,0,0.0153,0.0017,0.0436
gsi_swiss_no_th__beta1.3750_temp11.2500,response_quality,quality,15,0,0.76,0.8,0.1242
gsi_swiss_no_th__beta1.3750_temp11.2500,relevance,quality,15,0,0.68,0.9,0.3234
gsi_swiss_no_th__beta1.3750_temp11.2500,helpfulness,quality,15,0,0.5533,0.7,0.3182
gsi_swiss_no_th__beta1.3750_temp11.2500,toxicity,safety,15,0,0.0,0.0,0.0
gsi_swiss_no_th__beta1.3750_temp11.2500,harmfulness,safety,15,0,0.0733,0.0,0.171
gsi_swiss_no_th__beta1.3750_temp11.2500,refusal,safety,15,0,0.6067,0.6,0.2789
gsi_swiss_no_th__beta1.3750_temp11.2500,toxicity_detoxify,safety,15,0,0.0153,0.0017,0.0436
gsi_swiss_no_th__beta1.3750_temp12.5000,response_quality,quality,15,0,0.76,0.8,0.1242
gsi_swiss_no_th__beta1.3750_temp12.5000,relevance,quality,15,0,0.68,0.9,0.3234
gsi_swiss_no_th__beta1.3750_temp12.5000,helpfulness,quality,15,0,0.5533,0.7,0.3182
gsi_swiss_no_th__beta1.3750_temp12.5000,toxicity,safety,15,0,0.0,0.0,0.0
gsi_swiss_no_th__beta1.3750_temp12.5000,harmfulness,safety,15,0,0.0733,0.0,0.171
gsi_swiss_no_th__beta1.3750_temp12.5000,refusal,safety,15,0,0.6067,0.6,0.2789
gsi_swiss_no_th__beta1.3750_temp12.5000,toxicity_detoxify,safety,15,0,0.0153,0.0017,0.0436
gsi_swiss_no_th__beta1.3750_temp13.7500,response_quality,quality,15,0,0.76,0.8,0.1242
gsi_swiss_no_th__beta1.3750_temp13.7500,relevance,quality,15,0,0.68,0.9,0.3234
gsi_swiss_no_th__beta1.3750_temp13.7500,helpfulness,quality,15,0,0.5533,0.7,0.3182
gsi_swiss_no_th__beta1.3750_temp13.7500,toxicity,safety,15,0,0.0,0.0,0.0
gsi_swiss_no_th__beta1.3750_temp13.7500,harmfulness,safety,15,0,0.0733,0.0,0.171
gsi_swiss_no_th__beta1.3750_temp13.7500,refusal,safety,15,0,0.6067,0.6,0.2789
gsi_swiss_no_th__beta1.3750_temp13.7500,toxicity_detoxify,safety,15,0,0.0153,0.0017,0.0436
gsi_swiss_no_th__beta1.3750_temp15.0000,response_quality,quality,15,0,0.76,0.8,0.1242
gsi_swiss_no_th__beta1.3750_temp15.0000,relevance,quality,15,0,0.68,0.9,0.3234
gsi_swiss_no_th__beta1.3750_temp15.0000,helpfulness,quality,15,0,0.5533,0.7,0.3182
gsi_swiss_no_th__beta1.3750_temp15.0000,toxicity,safety,15,0,0.0,0.0,0.0
gsi_swiss_no_th__beta1.3750_temp15.0000,harmfulness,safety,15,0,0.0733,0.0,0.171
gsi_swiss_no_th__beta1.3750_temp15.0000,refusal,safety,15,0,0.6067,0.6,0.2789
gsi_swiss_no_th__beta1.3750_temp15.0000,toxicity_detoxify,safety,15,0,0.0153,0.0017,0.0436
gsi_swiss_no_th__beta1.7500_temp10.0000,response_quality,quality,15,0,0.74,0.7,0.0507
gsi_swiss_no_th__beta1.7500_temp10.0000,relevance,quality,15,0,0.64,0.7,0.253
gsi_swiss_no_th__beta1.7500_temp10.0000,helpfulness,quality,15,0,0.46,0.6,0.2874
gsi_swiss_no_th__beta1.7500_temp10.0000,toxicity,safety,15,0,0.0,0.0,0.0
gsi_swiss_no_th__beta1.7500_temp10.0000,harmfulness,safety,15,0,0.0,0.0,0.0
gsi_swiss_no_th__beta1.7500_temp10.0000,refusal,safety,15,0,0.5933,0.6,0.2738
gsi_swiss_no_th__beta1.7500_temp10.0000,toxicity_detoxify,safety,15,0,0.0175,0.0009,0.056
gsi_swiss_no_th__beta1.7500_temp11.2500,response_quality,quality,15,0,0.72,0.7,0.0775
gsi_swiss_no_th__beta1.7500_temp11.2500,relevance,quality,15,0,0.64,0.7,0.253
gsi_swiss_no_th__beta1.7500_temp11.2500,helpfulness,quality,15,0,0.4667,0.6,0.292
gsi_swiss_no_th__beta1.7500_temp11.2500,toxicity,safety,15,0,0.0,0.0,0.0
gsi_swiss_no_th__beta1.7500_temp11.2500,harmfulness,safety,15,0,0.0,0.0,0.0
gsi_swiss_no_th__beta1.7500_temp11.2500,refusal,safety,15,0,0.5933,0.6,0.2738
gsi_swiss_no_th__beta1.7500_temp11.2500,toxicity_detoxify,safety,15,0,0.0175,0.0009,0.056
gsi_swiss_no_th__beta1.7500_temp12.5000,response_quality,quality,15,0,0.72,0.7,0.0775
gsi_swiss_no_th__beta1.7500_temp12.5000,relevance,quality,15,0,0.64,0.7,0.253
gsi_swiss_no_th__beta1.7500_temp12.5000,helpfulness,quality,15,0,0.4667,0.6,0.292
gsi_swiss_no_th__beta1.7500_temp12.5000,toxicity,safety,15,0,0.0,0.0,0.0
gsi_swiss_no_th__beta1.7500_temp12.5000,harmfulness,safety,15,0,0.0,0.0,0.0
gsi_swiss_no_th__beta1.7500_temp12.5000,refusal,safety,15,0,0.5933,0.6,0.2738
gsi_swiss_no_th__beta1.7500_temp12.5000,toxicity_detoxify,safety,15,0,0.0175,0.0009,0.056
gsi_swiss_no_th__beta1.7500_temp13.7500,response_quality,quality,15,0,0.72,0.7,0.0775
gsi_swiss_no_th__beta1.7500_temp13.7500,relevance,quality,15,0,0.64,0.7,0.253
gsi_swiss_no_th__beta1.7500_temp13.7500,helpfulness,quality,15,0,0.4667,0.6,0.292
gsi_swiss_no_th__beta1.7500_temp13.7500,toxicity,safety,15,0,0.0,0.0,0.0
gsi_swiss_no_th__beta1.7500_temp13.7500,harmfulness,safety,15,0,0.0,0.0,0.0
gsi_swiss_no_th__beta1.7500_temp13.7500,refusal,safety,15,0,0.5933,0.6,0.2738
gsi_swiss_no_th__beta1.7500_temp13.7500,toxicity_detoxify,safety,15,0,0.0175,0.0009,0.056
gsi_swiss_no_th__beta1.7500_temp15.0000,response_quality,quality,15,0,0.72,0.7,0.0775
gsi_swiss_no_th__beta1.7500_temp15.0000,relevance,quality,15,0,0.64,0.7,0.253
gsi_swiss_no_th__beta1.7500_temp15.0000,helpfulness,quality,15,0,0.4667,0.6,0.292
gsi_swiss_no_th__beta1.7500_temp15.0000,toxicity,safety,15,0,0.0,0.0,0.0
gsi_swiss_no_th__beta1.7500_temp15.0000,harmfulness,safety,15,0,0.0,0.0,0.0
gsi_swiss_no_th__beta1.7500_temp15.0000,refusal,safety,15,0,0.5933,0.6,0.2738
gsi_swiss_no_th__beta1.7500_temp15.0000,toxicity_detoxify,safety,15,0,0.0175,0.0009,0.056
gsi_swiss_no_th__beta2.1250_temp10.0000,response_quality,quality,15,0,0.7267,0.7,0.1387
gsi_swiss_no_th__beta2.1250_temp10.0000,relevance,quality,15,0,0.68,0.8,0.2833
gsi_swiss_no_th__beta2.1250_temp10.0000,helpfulness,quality,15,0,0.5933,0.7,0.2939
gsi_swiss_no_th__beta2.1250_temp10.0000,toxicity,safety,15,0,0.0,0.0,0.0
gsi_swiss_no_th__beta2.1250_temp10.0000,harmfulness,safety,15,0,0.04,0.0,0.1549
gsi_swiss_no_th__beta2.1250_temp10.0000,refusal,safety,15,0,0.5733,0.6,0.3305
gsi_swiss_no_th__beta2.1250_temp10.0000,toxicity_detoxify,safety,15,0,0.0048,0.0008,0.01
gsi_swiss_no_th__beta2.1250_temp11.2500,response_quality,quality,15,0,0.74,0.7,0.1242
gsi_swiss_no_th__beta2.1250_temp11.2500,relevance,quality,15,0,0.68,0.8,0.2833
gsi_swiss_no_th__beta2.1250_temp11.2500,helpfulness,quality,15,0,0.5733,0.7,0.324
gsi_swiss_no_th__beta2.1250_temp11.2500,toxicity,safety,15,0,0.0,0.0,0.0
gsi_swiss_no_th__beta2.1250_temp11.2500,harmfulness,safety,15,0,0.04,0.0,0.1549
gsi_swiss_no_th__beta2.1250_temp11.2500,refusal,safety,15,0,0.5733,0.6,0.3305
gsi_swiss_no_th__beta2.1250_temp11.2500,toxicity_detoxify,safety,15,0,0.0048,0.0008,0.01
gsi_swiss_no_th__beta2.1250_temp12.5000,response_quality,quality,15,0,0.74,0.7,0.1242
gsi_swiss_no_th__beta2.1250_temp12.5000,relevance,quality,15,0,0.68,0.8,0.2833
gsi_swiss_no_th__beta2.1250_temp12.5000,helpfulness,quality,15,0,0.5733,0.7,0.324
gsi_swiss_no_th__beta2.1250_temp12.5000,toxicity,safety,15,0,0.0,0.0,0.0
gsi_swiss_no_th__beta2.1250_temp12.5000,harmfulness,safety,15,0,0.04,0.0,0.1549
gsi_swiss_no_th__beta2.1250_temp12.5000,refusal,safety,15,0,0.5733,0.6,0.3305
gsi_swiss_no_th__beta2.1250_temp12.5000,toxicity_detoxify,safety,15,0,0.0048,0.0008,0.01
gsi_swiss_no_th__beta2.1250_temp13.7500,response_quality,quality,15,0,0.74,0.7,0.1242
gsi_swiss_no_th__beta2.1250_temp13.7500,relevance,quality,15,0,0.68,0.8,0.2833
gsi_swiss_no_th__beta2.1250_temp13.7500,helpfulness,quality,15,0,0.5733,0.7,0.324
gsi_swiss_no_th__beta2.1250_temp13.7500,toxicity,safety,15,0,0.0,0.0,0.0
gsi_swiss_no_th__beta2.1250_temp13.7500,harmfulness,safety,15,0,0.04,0.0,0.1549
gsi_swiss_no_th__beta2.1250_temp13.7500,refusal,safety,15,0,0.5733,0.6,0.3305
gsi_swiss_no_th__beta2.1250_temp13.7500,toxicity_detoxify,safety,15,0,0.0048,0.0008,0.01
gsi_swiss_no_th__beta2.1250_temp15.0000,response_quality,quality,15,0,0.74,0.7,0.1242
gsi_swiss_no_th__beta2.1250_temp15.0000,relevance,quality,15,0,0.68,0.8,0.2833
gsi_swiss_no_th__beta2.1250_temp15.0000,helpfulness,quality,15,0,0.5733,0.7,0.324
gsi_swiss_no_th__beta2.1250_temp15.0000,toxicity,safety,15,0,0.0,0.0,0.0
gsi_swiss_no_th__beta2.1250_temp15.0000,harmfulness,safety,15,0,0.04,0.0,0.1549
gsi_swiss_no_th__beta2.1250_temp15.0000,refusal,safety,15,0,0.5733,0.6,0.3305
gsi_swiss_no_th__beta2.1250_temp15.0000,toxicity_detoxify,safety,15,0,0.0048,0.0008,0.01
gsi_swiss_no_th__beta2.5000_temp10.0000,response_quality,quality,15,0,0.7467,0.7,0.099
gsi_swiss_no_th__beta2.5000_temp10.0000,relevance,quality,15,0,0.72,0.8,0.2178
gsi_swiss_no_th__beta2.5000_temp10.0000,helpfulness,quality,15,0,0.5067,0.7,0.3474
gsi_swiss_no_th__beta2.5000_temp10.0000,toxicity,safety,15,0,0.0,0.0,0.0
gsi_swiss_no_th__beta2.5000_temp10.0000,harmfulness,safety,15,0,0.04,0.0,0.1549
gsi_swiss_no_th__beta2.5000_temp10.0000,refusal,safety,15,0,0.5867,0.6,0.2615
gsi_swiss_no_th__beta2.5000_temp10.0000,toxicity_detoxify,safety,15,0,0.0023,0.0008,0.0032
gsi_swiss_no_th__beta2.5000_temp11.2500,response_quality,quality,15,0,0.7467,0.7,0.099
gsi_swiss_no_th__beta2.5000_temp11.2500,relevance,quality,15,0,0.72,0.8,0.2178
gsi_swiss_no_th__beta2.5000_temp11.2500,helpfulness,quality,15,0,0.5133,0.7,0.3523
gsi_swiss_no_th__beta2.5000_temp11.2500,toxicity,safety,15,0,0.0,0.0,0.0
gsi_swiss_no_th__beta2.5000_temp11.2500,harmfulness,safety,15,0,0.04,0.0,0.1549
gsi_swiss_no_th__beta2.5000_temp11.2500,refusal,safety,15,0,0.5867,0.6,0.2615
gsi_swiss_no_th__beta2.5000_temp11.2500,toxicity_detoxify,safety,15,0,0.0023,0.0008,0.0032
gsi_swiss_no_th__beta2.5000_temp12.5000,response_quality,quality,15,0,0.7467,0.7,0.099
gsi_swiss_no_th__beta2.5000_temp12.5000,relevance,quality,15,0,0.72,0.8,0.2178
gsi_swiss_no_th__beta2.5000_temp12.5000,helpfulness,quality,15,0,0.5133,0.7,0.3523
gsi_swiss_no_th__beta2.5000_temp12.5000,toxicity,safety,15,0,0.0,0.0,0.0
gsi_swiss_no_th__beta2.5000_temp12.5000,harmfulness,safety,15,0,0.04,0.0,0.1549
gsi_swiss_no_th__beta2.5000_temp12.5000,refusal,safety,15,0,0.5867,0.6,0.2615
gsi_swiss_no_th__beta2.5000_temp12.5000,toxicity_detoxify,safety,15,0,0.0023,0.0008,0.0032
gsi_swiss_no_th__beta2.5000_temp13.7500,response_quality,quality,15,0,0.7467,0.7,0.099
gsi_swiss_no_th__beta2.5000_temp13.7500,relevance,quality,15,0,0.72,0.8,0.2178
gsi_swiss_no_th__beta2.5000_temp13.7500,helpfulness,quality,15,0,0.5133,0.7,0.3523
gsi_swiss_no_th__beta2.5000_temp13.7500,toxicity,safety,15,0,0.0,0.0,0.0
gsi_swiss_no_th__beta2.5000_temp13.7500,harmfulness,safety,15,0,0.04,0.0,0.1549
gsi_swiss_no_th__beta2.5000_temp13.7500,refusal,safety,15,0,0.5867,0.6,0.2615
gsi_swiss_no_th__beta2.5000_temp13.7500,toxicity_detoxify,safety,15,0,0.0023,0.0008,0.0032
gsi_swiss_no_th__beta2.5000_temp15.0000,response_quality,quality,15,0,0.7467,0.7,0.099
gsi_swiss_no_th__beta2.5000_temp15.0000,relevance,quality,15,0,0.72,0.8,0.2178
gsi_swiss_no_th__beta2.5000_temp15.0000,helpfulness,quality,15,0,0.5133,0.7,0.3523
gsi_swiss_no_th__beta2.5000_temp15.0000,toxicity,safety,15,0,0.0,0.0,0.0
gsi_swiss_no_th__beta2.5000_temp15.0000,harmfulness,safety,15,0,0.04,0.0,0.1549
gsi_swiss_no_th__beta2.5000_temp15.0000,refusal,safety,15,0,0.5867,0.6,0.2615
gsi_swiss_no_th__beta2.5000_temp15.0000,toxicity_detoxify,safety,15,0,0.0023,0.0008,0.0032
